Text,Speaker,Episode,Season,Show
" Well, I’d like to think there was something for everyone. Look, I know you’re casting for this new show…",Joey,Episode-01-The One After I Do,Season-08,Friends
" Look umm Joey, I-I don’t think you’re quite right for this project.",Dennis Phillips,Episode-01-The One After I Do,Season-08,Friends
" Oh, see that’s where you’re wrong. Whatever it is I can do it. And if didn’t see it up there, just-just try me.",Joey,Episode-01-The One After I Do,Season-08,Friends
 It’s an all Chinese cast. Can you be Chinese?,Dennis Phillips,Episode-01-The One After I Do,Season-08,Friends
" Well I’m not proud of this, but… (He turns around and starts to mess with his eyelids.)",Joey,Episode-01-The One After I Do,Season-08,Friends
 Oh my God! No-no-no! Please! Please! Don’t-don’t-don’t!,Dennis Phillips,Episode-01-The One After I Do,Season-08,Friends
[Cut to Monica walking up to Chandler.],,Episode-01-The One After I Do,Season-08,Friends
" Hey, are you ready to get back on the dance floor?",Monica,Episode-01-The One After I Do,Season-08,Friends
 Did it turn into sand?,Chandler,Episode-01-The One After I Do,Season-08,Friends
" Ohh come on, I love this song! Come on, you’ll be fine. (She starts to walk towards the floor.)",Monica,Episode-01-The One After I Do,Season-08,Friends
" (sliding up behind her) No. No, I won’t. Do you know why I took all those lessons? See, for the first time I didn’t want you to be embarrassed to be seen on the dance floor with some clumsy idiot.",Chandler,Episode-01-The One After I Do,Season-08,Friends
" Oh sweetie, you can never embarrass me. (Chandler grunts.) Okay, you can easily embarrass me. But come on, it doesn’t matter. All right? I married you! So I want to dance on my wedding night with my husband. Come on. (They go onto the floor.) Just try not to move your feet at all. (Chandler starts to get into the groove and bust a move.) There you go.",Monica,Episode-01-The One After I Do,Season-08,Friends
(Mr. Geller dances over.),,Episode-01-The One After I Do,Season-08,Friends
" Chandler, I’m gonna have you arrested.",Mr. Geller,Episode-01-The One After I Do,Season-08,Friends
 Why?,Chandler,Episode-01-The One After I Do,Season-08,Friends
 You stole my moves. (He starts to dance like Chandler was and Chandler stops.),Mr. Geller,Episode-01-The One After I Do,Season-08,Friends
" The Women’s Restroom, Rachel and Phoebe are waiting for the outcome of Rachel’s second test.]",[Scene,Episode-01-The One After I Do,Season-08,Friends
 How much longer?,Rachel,Episode-01-The One After I Do,Season-08,Friends
 30 seconds.,Phoebe,Episode-01-The One After I Do,Season-08,Friends
" 30 seconds, okay.",Rachel,Episode-01-The One After I Do,Season-08,Friends
" (entering) Did I miss it? (Phoebe nods no.) Rachel, I-I want you to know that, if it’s positive, we’re gonna…",Monica,Episode-01-The One After I Do,Season-08,Friends
 Oh I know. I know. (They hug.),Rachel,Episode-01-The One After I Do,Season-08,Friends
 It’s time.,Phoebe,Episode-01-The One After I Do,Season-08,Friends
(Another woman starts to enter.),,Episode-01-The One After I Do,Season-08,Friends
 No!! (The woman backs out.),The Girls,Episode-01-The One After I Do,Season-08,Friends
 Go ahead Rach.,Monica,Episode-01-The One After I Do,Season-08,Friends
(She goes over to look.),,Episode-01-The One After I Do,Season-08,Friends
" Oh wait! Y’know what? I can’t, I can’t look at it. I can’t. Somebody else tell me, somebody tell me.",Rachel,Episode-01-The One After I Do,Season-08,Friends
 Okay.,Phoebe,Episode-01-The One After I Do,Season-08,Friends
 Okay.,Rachel,Episode-01-The One After I Do,Season-08,Friends
" Umm, it’s negative.",Phoebe,Episode-01-The One After I Do,Season-08,Friends
 What?,Rachel,Episode-01-The One After I Do,Season-08,Friends
 It’s negative.,Phoebe,Episode-01-The One After I Do,Season-08,Friends
" Oh. Oh. Well there you go. Whew! (Pause) That is—that’s great—that is really great-great news. (Pause) Y’know ‘cause the whole not being ready and kinda the financial aspects, all that. Whew. Wow, this is so just the way it was supposed to be. (Starts to cry.) God.",Rachel,Episode-01-The One After I Do,Season-08,Friends
" Well… Well, great.",Monica,Episode-01-The One After I Do,Season-08,Friends
 Here. (Gives Rachel a tissue.),Phoebe,Episode-01-The One After I Do,Season-08,Friends
 Thanks. (Crying) God this is so stupid! (Pause) How could I be upset over something I never had? It’s negative?,Rachel,Episode-01-The One After I Do,Season-08,Friends
" No, it’s positive.",Phoebe,Episode-01-The One After I Do,Season-08,Friends
 What?!,Rachel,Episode-01-The One After I Do,Season-08,Friends
" It’s-it’s not negative, it’s positive.",Phoebe,Episode-01-The One After I Do,Season-08,Friends
 Are you sure?,Rachel,Episode-01-The One After I Do,Season-08,Friends
" Well yeah, I lied before.",Phoebe,Episode-01-The One After I Do,Season-08,Friends
 Oh!,Rachel,Episode-01-The One After I Do,Season-08,Friends
 Oh God…,Monica,Episode-01-The One After I Do,Season-08,Friends
 Now you know how you really feel about it.,Phoebe,Episode-01-The One After I Do,Season-08,Friends
" Oh-oh, that’s a risky little game!",Rachel,Episode-01-The One After I Do,Season-08,Friends
 Are you really gonna do this?,Monica,Episode-01-The One After I Do,Season-08,Friends
 Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby! (They all hug.),Rachel,Episode-01-The One After I Do,Season-08,Friends
 With who?,Phoebe,Episode-01-The One After I Do,Season-08,Friends
" Ah, it’s still not the time.",Rachel,Episode-01-The One After I Do,Season-08,Friends
Dedicated to the People of New York City,,Episode-01-The One After I Do,Season-08,Friends
Closing Credits,,Episode-01-The One After I Do,Season-08,Friends
" The Reception, Joey is helping Ross walk after Gert got through with him and Mona is looking on concerned.]",[Scene,Episode-01-The One After I Do,Season-08,Friends
 I just didn’t see the fast song coming.,Ross,Episode-01-The One After I Do,Season-08,Friends
" Shh. Shh. Don’t try to talk, we’ll get you up to your room, we’ll soak your feet, you’ll be okay.",Joey,Episode-01-The One After I Do,Season-08,Friends
" Oh, thank you.",Ross,Episode-01-The One After I Do,Season-08,Friends
 That is so sweet!,Mona,Episode-01-The One After I Do,Season-08,Friends
 Yeah.,Joey,Episode-01-The One After I Do,Season-08,Friends
" No, I mean it. There are so few genuinely nice guys out there.",Mona,Episode-01-The One After I Do,Season-08,Friends
" Tell me about it, I feel like I’m holding down the fort all by myself.",Joey,Episode-01-The One After I Do,Season-08,Friends
 It’s Joey right?,Mona,Episode-01-The One After I Do,Season-08,Friends
 Yeah.,Joey,Episode-01-The One After I Do,Season-08,Friends
 Wait a minute! No! I’m the nice one! I’m the one who danced with the kids all night! How…How small are your feet?! (They all look down.),Ross,Episode-01-The One After I Do,Season-08,Friends
End,,Episode-01-The One After I Do,Season-08,Friends
 Dana Klein Borkow,Written by,Episode-02-The One With The Red Sweater,Season-08,Friends
 David Schwimmer,Directed by,Episode-02-The One With The Red Sweater,Season-08,Friends
 Eric Aasen,Transcribed by,Episode-02-The One With The Red Sweater,Season-08,Friends
" The Hotel Lobby, Rachel and Phoebe are at the front desk checking out.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
" Listen y’know what sir? For the last time, I don’t care what the computer says, we did not take a bag of Mashuga nuts from the mini-bar and we did not watch Dr. Do-Me-A-Little!",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 (entering) Hey!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh! Joey uh, were you in our room last night?",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 No. (Phoebe grabs the receipt and shows it to Joey who gets mad.) I was told the name of the movie would not appear on the bill!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
(Chandler and Monica enter.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 (to the front desk clerk) Hi! We’re checking out of the bridal suite.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" (depressed) That’s right. I’m no longer a bride. I’ll never be a bride again. Now, I’m just someone’s wife!",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" And I’m the happiest guy in the world! (Monica goes and sits down in a huff.) Oh honey, come on don’t be upset. We still have so much to look forward to!",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh yeah, right. (Rolls her eyes.)",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 We got the honeymoon.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 That’s not ‘til Thursday.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 The wedding pictures?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 They won’t be ready for weeks.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Not the disposable cameras from the tables.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 That’s true! (Happily) I knew I married you for a reason!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" I’ll tell you what, I will go get them developed and you can go home.",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
(Joey giggles.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 What? What did you take a picture of?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Nothing! It was something.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Okay Ross has the cameras, has he checked out yet?",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Are you joking? Check out is not ‘til noon and he has a good (checks her watch) eleven minutes left.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Ross has never checked out of a room a minute before he had to.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yeah, one time, when we were dating, uh we got a late checkout, he got so excited it was the best s*x we ever had. Until y’know, he screamed out Radisson at the end.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Okay, well I’m gonna get Ross, get the cameras, and get them developed. (Joey laughs again.) 32 Joe. You’re 32! (Exits)",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 (To Monica) Here’s a copy of your bill.,Front Desk Clerk,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh thanks. (Reading the bill) Champagne, strawberries…Oh my God! I can’t believe Chandler ordered p0rn on our wedding night!",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yeah, that’s sad. Mashuga nut?",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
Opening Credits,,Episode-02-The One With The Red Sweater,Season-08,Friends
" Ross’s Hotel Room, he is letting Chandler in.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hi.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey. (He sees that Ross is packing all of the hotel toiletries) Soaps? Shampoos? Are you really taking all this stuff?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Why not? It’s built into the price of the room.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah but you don’t need—(Picks up something)—What is this?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Thread!,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Score! Where are the disposable cameras?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 What disposable cameras?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 The cameras? Remember last night I told you to take them?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 No you didn’t.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yes! Remember? Right before we cut the cake, I went up to you and I said…",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check. And then you said, ""Why do they call it a check? Why not a Yugoslavian?"" (Chandler laughs.) Yeah, then you did that.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 So you don’t have the cameras?!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 No. Sorry man.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 So? What? What? They’re gone! Monica’s gonna freak!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well, I’m sure they’re still somewhere here in the hotel. I’ll-I’ll help you look for them.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Great.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 In-in three minutes.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
"(Chandler goes into the bathroom, closes the door, and then opens it again right away. Ross looks up and hands him the toilet paper Ross already packed.)",,Episode-02-The One With The Red Sweater,Season-08,Friends
" Monica and Chandler's, Phoebe is entering to see Monica sitting in front of a mound of wedding gifts.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey!,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Are you gonna open the presents without Chandler?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" No! (Pause) But, they’re callin’ out to me! I mean this little guy (Holds up a small one) even crawled up into my lap. Oh come on, Chandler wouldn’t mind if I opened just one present! What do you think it is?",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 A little mirror that when you look into it you see yourself as an old woman.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
(Monica opens it anyways.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 A tiny salt shaker!!!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Ohhh! My God! For tiny salt!,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh wow! Okay. Well that was fun.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh yeah.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Good. Okay, I’m just gonna wait for Chandler to open the rest of them.",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Whew. Although y’know, this is part of a salt and pepper set. I mean… I guess y’know it may just count as a half a present. What do you think?",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well I guess it’s okay to open one more if it’s part of a set. Y’know, it’s probably this one. (Grabs another small one.)",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Or this one! (She grabs and starts to open the biggest present.),Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 (entering) Hi.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Hey, how are you feelin’? Any morning sickness?",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Shh-shh-shh! The guys don’t know yet do they?,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 No! Joey and Ross don’t know anything and Chandler still thinks that Phoebe’s pregnant.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yeah that’s right Chandler does still think I’m pregnant. He hasn’t asked me how I’m feeling or offered to carry my bags. Boy, I feel bad for the woman who ends up with him. (Monica looks at her.) After you of course.",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Don’t worry I promise that you will only have to be pregnant for a few more hours, ‘cause I’m going to tell the father today.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Ooh, is it someone in this building? Is it that tall guy from the first floor?",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Ew! No!,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 What?! I think he’s cute.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Well then you have his baby.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Believe me I’m trying.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Wow. Y’know it is so weird. I mean, you’re gonna tell this guy today and he has no idea what’s gonna happen.",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yeah. You’re just gonna knock on his door and change his life forever. You’re like Ed McMahon except without the big check, or the raw sexual magnetism.",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yeah. Uh-huh, I guess it is pretty big news.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Pretty big? It’s huge! God, this guy doesn’t have a clue! He’s just walking down the street thinking, ‘I had s*x with Rachel Green. I rock!’ then bam! He’s a father and everything’s different.",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well it’s only different if he wants it to be. I mean, I’m not gonna ask him for anything.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Okay. Then he still has this huge decision to make. Now he’s walking around thinking, ‘Do I want to be a dad?’ and then bam!",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 What was that bam?,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 I don’t. He got…he-he-he-he’s hit by a bus.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 (entering) Hey!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Hey Joey, what would you do if someone that you slept with told you that she was pregnant?",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 (warily) Who called here? Did she sound blond? Huh? Did-did-did she have an accent? I gotta make a call! (Starts to leave) I shoulda never walked into that Sunglass Hut!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh Joey! Joey! No, it’s not you! You didn’t get anybody pregnant!",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh. Why would you scare me like that? What the hell is going on? (Pause.) Is somebody pregnant?,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh yeah. That’s me.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh my God Pheebs! You’re gonna have a baby?,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" Yes. Yes I am. Oh my God, I’m gonna have a baby! (Joey and Phoebe hug.)",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Whoa, wait a minute. Who’s the father?",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 You don’t know him. It’s not important. He wants nothing to do with me or the baby. (She sits down like she’s pregnant.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Well who is this guy?! Huh? Who is he? ‘Cause I will track him down and kick his ass!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 David Lynn.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 David Lynn! David Lynn! David Lynn!! (Exits),Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Who’s David Lynn?,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh some guy from my gym. A little annoying.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" The Banquet Room, Chandler is under one of the tables as Ross enters.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 Chandler?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey! Did you find the cameras?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 No. Did you?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yes! And that’s why I’m under the table. Celebrating.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well I checked in the uh, lost and found, I talked to the manager, no-one’s turned them.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Well this is great. Y’know, those cameras were the only thing that was gonna cheer Monica up today, she’s really depressed.",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Now you guys just got married, why is she so depressed?",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 All my energy is going into not asking that question. I can’t believe I screwed this up!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 I’m sorry man. (Formally dressed people start to enter.) Here’s a thought. This is the same ballroom. There’s a band. There’s gonna be plenty of dressed up people.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Are you suggesting we dance our troubles away?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" No-no-no, I’m saying we-we buy more of this (disposable cameras) at the gift shop, throw our tuxes back on, and take a few pictures. All we have to do is make sure not to get anybody else’s faces.",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Are you serious?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 I’m just thinking about your new bride at home. Okay? Do-do you really want to start your life together by letting her down?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 Marriage advice? Really?!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" I’m telling you, this looks exactly like your wedding! Aren’t these the same flowers?",Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" I don’t know, Monica picked out the flowers.",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 What about the chairs?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 She picked those out too.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 How about the place settings?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 That was her.,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 What did you do?,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 I was in charge of the cameras! Gift shop?,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hmm. (They head off to the gift shop.),Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
" Central Perk, Rachel is sitting on the couch as Phoebe enters.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
" Hey! Ooh, did you do it yet?",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Not yet.,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh, well what are you doing here? Are you about to do it? (Gasps) Is it Gunther?",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" No! Phoebe, it’s not Gunther.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" Thank God, ‘cause that hair on a baby…",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Phoebe the father is not here okay? I haven’t told him yet and I don’t think I can tell him at all now!,Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Why not?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" I don’t know, let me think. I was walking down the street thinking, ‘I’m gonna tell the father today’ and then bam!",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Bus?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" No, you! Phoebe you freaked me out. You kept saying how huge this all is!",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
 Well-well but it is huge.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" I know, but I was just thinking about how huge this is for me. I didn’t even go to how huge this was going to be for the father.",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
" You’re thinking about this way too much. Just tell him and get it over with. It’s like, it’s like ripping off this Band-Aid. (On her arm) Quick and painless, watch. (Rips it off.) Oh mother of…See?",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Monica and Chandler's, Obsessive Monica has now opened more of the wedding gifts.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
 (entering) Ooh-ooh-ooh! Are we opening presents?,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
" No! No! I shouldn’t have even opened these! I mean I—Joey I am out of control!! Joey, you have to do me a favor. No matter what I say, no matter what I do, please do not let me open another present! Okay?",Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Give me one more.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Okay. (Hands her one.),Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 (entering) Hey.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh good, uh you’re here. Uh Pheebs? Listen uh sit down. I-I got something I want to say.",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 All right. (She sits down like she’s pregnant again.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" Umm, now uh… It’s a scary world out there, especially for a single mom. Y’know, now I always thought you and I had a special bond so… (He goes to one knee and pulls out a ring.) Phoebe Buffay, will you marry me?",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh my God! Joey!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hell yeah! I’ll marry you! (She grabs the ring and puts it on.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 You can’t marry him!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
" Hey lady, your day’s over! It’s my turn!",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Phoebe!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Why?! Why can’t she marry me?!,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 I can and I will! (Kisses him.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 She’s not pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh my God.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Hey!,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Phoebe I think he would notice if you didn’t have a baby in nine months!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 It’s Joey! (Joey turns and looks at her and she mouths ‘I love you’ to him.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 (smiles then stops) Now I can’t believe it! What? Rachel’s pregnant? (The girls nod yes.) Who’s the father?,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 We don’t know.,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 Ohh… I wonder if that dude.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 There’s a dude?,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
 Yeah.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Who? Who is it?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" About a month ago this guy spent the night with Rachel, I didn’t see who it was but… (He walks out and closes the door.)",Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 Was that story over?,Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
(They follow him and meet him in the hall coming out of his apartment carrying a sweater.),,Episode-02-The One With The Red Sweater,Season-08,Friends
 The guy left this.,Joey,Episode-02-The One With The Red Sweater,Season-08,Friends
 (gasps) Oh my God! I know who the father is… (She walks into Monica and Chandler’s.),Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
 People have got to finish their stories!,Monica,Episode-02-The One With The Red Sweater,Season-08,Friends
Commercial Break,,Episode-02-The One With The Red Sweater,Season-08,Friends
" The Banquet Room, Ross and Chandler are in their tuxes and have started to fake the pictures.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
" (to another couple) Uh, excuse me? Could you take a picture of us?",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 Oh! Of course. (Ross and Chandler pose and she takes the picture.),Woman At The Wedding,Episode-02-The One With The Red Sweater,Season-08,Friends
" Uh, would you take one of us?",Man At The Wedding,Episode-02-The One With The Red Sweater,Season-08,Friends
 Uhh… Yeah sure. (Holds the camera up to his face.) Click!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
 It didn’t click.,Woman At The Wedding,Episode-02-The One With The Red Sweater,Season-08,Friends
 I heard it. I heard it.,Ross,Episode-02-The One With The Red Sweater,Season-08,Friends
 But there was no flash.,Man At The Wedding,Episode-02-The One With The Red Sweater,Season-08,Friends
 Why won’t you take our picture?,Woman At The Wedding,Episode-02-The One With The Red Sweater,Season-08,Friends
" Oh yeah. I’ll take, I’ll take your picture. (He takes the picture with his finger over the lens.)",Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Uh, your finger was covering the lens.",Man At The Wedding,Episode-02-The One With The Red Sweater,Season-08,Friends
 Who are you? Ansel Adams?! Get outta here!,Chandler,Episode-02-The One With The Red Sweater,Season-08,Friends
" Outside Central Perk, Rachel and Phoebe are about to go inside.]",[Scene,Episode-02-The One With The Red Sweater,Season-08,Friends
" Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him. Go!",Phoebe,Episode-02-The One With The Red Sweater,Season-08,Friends
" What? Hey wait a minute! Phoebe, how do you even know who the father is?",Rachel,Episode-02-The One With The Red Sweater,Season-08,Friends
